dataset,method,regime,label_informed_regime,repeat_type,repeat_id,ari,precision,recall,f1,f2,source_id
Mosmann_rare,GMM,K=40,False,controlled_seed,18,3.401584849809469e-05,0.0439161966156325,1.0,0.0841373986877653,0.1867717614804661,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,19,3.6647162721453374e-05,0.0407172207695181,1.0,0.078248384781048,0.1750722775457757,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,20,3.363084644997774e-05,0.056473095364944,0.9724770642201837,0.1067472306143001,0.2291396454820579,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,21,3.685858327283798e-05,0.0374313186813186,1.0,0.0721615359152598,0.1627837514934289,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,22,3.219110357394235e-05,0.042084942084942,1.0,0.0807706557984438,0.1801057501652346,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,23,3.001881300557727e-05,0.0369616819260766,1.0,0.0712884238064094,0.1610044313146233,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,24,3.506537382708361e-05,0.0981132075471698,0.9541284403669724,0.1779298545765611,0.3475935828877006,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,25,3.147836252246221e-05,0.0342659541024834,1.0,0.0662613981762918,0.1506773569256289,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,26,3.327032584667281e-05,0.0692307692307692,0.908256880733945,0.1286549707602339,0.2652733118971061,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,27,3.292269065214243e-05,0.0462845010615711,1.0,0.0884740259740259,0.1952705123611608,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,28,2.921784700465132e-05,0.0406947890818858,0.7522935779816514,0.0772128060263653,0.1672786617707058,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,29,2.9977963729916973e-05,0.0349023374959974,1.0,0.0674504950495049,0.1531329025007024,gmm_rare_runs
Mosmann_rare,official_Xshift,neighbor_K=20,False,single_fixed_partition,0,0.00011325007319929605,0.7672413793103449,0.8165137614678899,0.7911111111111111,0.8061594202898551,xshift_k_sensitivity
Nilsson_rare,official_Xshift,neighbor_K=20,False,single_fixed_partition,0,0.002350619092071808,0.6033333333333334,0.505586592178771,0.5501519756838905,0.5225173210161663,xshift_k_sensitivity
